,store_id,store_name,tel,addrRoad,category,collect_day,disctrict
6553,s37842539,아스카다 헤어 디자인,02-827-0751,서울특별시 동작구 상도로60길 6 1층 ASKADA HAIR DESIGN,"생활,편의 > 미용실",2020-04-19,동작구
6554,s20895921,벨라지오헤어살롱,,서울특별시 동작구 사당로16길 76,"생활,편의 > 미용실",2020-04-19,동작구
6555,s38019625,엘시헤어,02-831-6415,서울특별시 동작구 신대방길 6 이화피아노,"생활,편의 > 미용실",2020-04-19,동작구
6556,s37728645,We헤어 사당점,02-598-7870,서울특별시 동작구 동작대로1길 42 2층,"생활,편의 > 미용실",2020-04-19,동작구
6557,s894732208,헤어카페,,서울특별시 동작구 국사봉길 74,"생활,편의 > 미용실",2020-04-19,동작구
6558,s1047217423,봄날헤어,02-822-6603,서울특별시 동작구 국사봉길 74 1층 102호,"생활,편의 > 미용실",2020-04-19,동작구
6559,s1059253249,에스에비뉴,,서울특별시 동작구 동작대로39길 22 이수힐스테이트 1층 109호,"생활,편의 > 미용실",2020-04-19,동작구
6560,s38431367,안나헤어,02-536-5858,서울특별시 동작구 사당로13길 12 1층 안나헤어,"생활,편의 > 미용실",2020-04-19,동작구
6561,s41823966,친절한지균씨,010-8723-2816,서울특별시 동작구 동작대로3길 43,"생활,편의 > 미용실",2020-04-19,동작구
6562,s38337518,부부샵,02-6487-0608,서울특별시 동작구 상도로 207,"생활,편의 > 미용실",2020-04-19,동작구
6563,s88087420,청춘,02-825-0414,서울특별시 동작구 만양로13길 4,"생활,편의 > 미용실",2020-04-19,동작구
6564,s38547954,헤어엔유,02-881-7356,서울특별시 동작구 흑석로 84 중앙대학교 310관 B412호,"생활,편의 > 미용실",2020-04-19,동작구
6565,s95658987,Hairlab 반포점,02-3477-4520,서울특별시 동작구 동작대로39길 22 이수힐스테이트 상가2층,"생활,편의 > 미용실",2020-04-19,동작구
6566,s33595496,리안헤어 신대방삼거리역점,02-816-1357,서울특별시 동작구 상도로 78 2층,"생활,편의 > 미용실",2020-04-19,동작구
6567,s1146044766,미쓰홍 왁싱&속눈썹,010-5530-4325,서울특별시 동작구 상도로 59 리안오피스텔 상가202호 미쓰홍,"생활,편의 > 미용",2020-04-19,동작구
6568,s38709403,오다헤어 보라매역점,02-825-9788,서울특별시 동작구 여의대방로 142,미용 > 미용실,2020-04-19,동작구
6569,s35788140,라온헤어,02-6248-1645,서울특별시 동작구 보라매로 67,"생활,편의 > 미용실",2020-04-19,동작구
6570,s816971052,제오헤어 장승배기역점,02-814-0222,서울특별시 동작구 장승배기로11가길 11,"생활,편의 > 미용실",2020-04-19,동작구
6571,s96817497,헤어샤샤,02-824-7084,서울특별시 동작구 보라매로 87 신이빌딩,"생활,편의 > 미용실",2020-04-19,동작구
6572,s701346535,잇츠미헤어,02-816-0282,서울특별시 동작구 상도로 346-1 단지내1상가 1층 114호,"생활,편의 > 미용실",2020-04-19,동작구
6573,s122299568,메씨헤어,02-522-2203,서울특별시 동작구 사당로30길 55,"생활,편의 > 미용실",2020-04-19,동작구
6574,s18765802,한혜준 헤어,02-836-3007,서울특별시 동작구 여의대방로10길 38 보라매롯데낙천대아파트,"생활,편의 > 미용실",2020-04-19,동작구
6575,s463211775,사라헤어,,서울특별시 동작구 동작대로7길 59,"생활,편의 > 미용실",2020-04-19,동작구
6576,s1064917312,이든헤어,02-811-7799,서울특별시 동작구 상도로30길 39,"생활,편의 > 미용실",2020-04-19,동작구
6577,s151188521,비숍헤어,02-533-0815,서울특별시 동작구 사당로13길 20,"생활,편의 > 미용실",2020-04-19,동작구
6578,s1248400841,춘자네미용실,02-815-3979,서울특별시 동작구 만양로 26 건영아파트상가동 208호,"생활,편의 > 미용실",2020-04-19,동작구
6579,s1679696125,머리에반하다,02-582-0455,서울특별시 동작구 사당로2가길 102 상가동2층208호,"생활,편의 > 미용실",2020-04-19,동작구
6580,s902588037,박준뷰티랩 신대방삼거리점,02-823-8005,서울특별시 동작구 상도로 95-1 2층,"생활,편의 > 미용실",2020-04-19,동작구
6581,s331227796,마영랑헤어,02-817-1716,서울특별시 동작구 상도로30길 40,"생활,편의 > 미용실",2020-04-19,동작구
6582,s41709709,정상헤어,,서울특별시 동작구 양녕로27길 6,"생활,편의 > 미용실",2020-04-19,동작구
6583,s663186242,택시헤어 신대방삼거리점,02-812-5353,서울특별시 동작구 상도로 56,"생활,편의 > 미용실",2020-04-19,동작구
6584,s724236432,아예쁘다,02-822-0426,서울특별시 동작구 양녕로 188 1층,"생활,편의 > 미용실",2020-04-19,동작구
6585,s1769847482,나은헤어,,서울특별시 동작구 사당로23길 191 나은헤어,"생활,편의 > 미용실",2020-04-19,동작구
6586,s215119768,박준뷰티랩 사당점,02-584-3591,서울특별시 동작구 동작대로 21 양지빌딩 4층 402호,"생활,편의 > 미용실",2020-04-19,동작구
6587,s1661800909,헤어블러썸,,서울특별시 동작구 상도로 190-7,"생활,편의 > 미용실",2020-04-19,동작구
6588,s316248484,이훈ALL30000 이수점,02-582-0306,서울특별시 동작구 동작대로 71 2층,미용 > 미용실,2020-04-19,동작구
6589,s1082367825,ennismore hair,02-585-1171,서울특별시 동작구 사당로 282,"생활,편의 > 미용실",2020-04-19,동작구
6590,s36816979,살롱드벨레자,02-821-2892,서울특별시 동작구 여의대방로 126,"생활,편의 > 미용실",2020-04-19,동작구
6591,s1149291074,엘루아헤어,02-822-0893,서울특별시 동작구 상도로13길 6 스마트하우스1층 엘루아헤어,"생활,편의 > 미용실",2020-04-19,동작구
6592,s1478275790,지오헤어살롱,02-6338-2122,서울특별시 동작구 여의대방로36길 30,"생활,편의 > 미용실",2020-04-19,동작구
6593,s1587365687,정준헤어,,서울특별시 동작구 상도로30길 40,"생활,편의 > 미용실",2020-04-19,동작구
6594,s1392810979,라움헤어,02-588-0689,서울특별시 동작구 사당로26길 67 1층,"생활,편의 > 미용실",2020-04-19,동작구
6595,s1048110312,지은샵,,서울특별시 동작구 상도로13길 7,"생활,편의 > 미용실",2020-04-19,동작구
6596,s1332647437,개미헤어샵,02-814-7514,서울특별시 동작구 등용로 88 2층,"생활,편의 > 미용실",2020-04-19,동작구
6597,s1344810282,느루헤어,010-7657-2216,서울특별시 동작구 사당로28길 56 1층 느루헤어,"생활,편의 > 미용실",2020-04-19,동작구
6598,s1165480831,진헤어룩,02-591-1828,서울특별시 동작구 동작대로29다길 7-2,"생활,편의 > 미용",2020-04-19,동작구
6599,s1489705644,태후사랑 사당점,,서울특별시 동작구 사당로13길 48-3,미용 > 머리염색,2020-04-19,동작구
6600,s1229769849,최가을헤어드레서 신대방삼거리역점,02-815-1232,서울특별시 동작구 상도로 58 2층 최가을헤어드레서 신대방삼거리역점,"생활,편의 > 미용실",2020-04-19,동작구
6601,s1045893423,박승철헤어스투디오 이수역점,02-523-1452,서울특별시 동작구 동작대로 89,"생활,편의 > 미용실",2020-04-19,동작구
6602,s20845908,제이헤어,,서울특별시 동작구 상도로22길 37,"생활,편의 > 미용실",2020-04-19,동작구
6603,s1429529169,자야미용실,02-821-8571,서울특별시 동작구 여의대방로24길 70,"생활,편의 > 미용실",2020-04-19,동작구
6604,s1231129678,살롱에스,02-813-0527,서울특별시 동작구 상도로 59 2층 205호,"생활,편의 > 미용실",2020-04-19,동작구
6605,s1584653094,나이스가이 신대방삼거리역점,02-825-3328,서울특별시 동작구 상도로 77,"생활,편의 > 남성전문미용실",2020-04-19,동작구
6606,s1794291692,헤어뉴스,,서울특별시 동작구 동작대로9길 74 1층,"생활,편의 > 미용실",2020-04-19,동작구
6607,s1598567809,바니헤어,02-816-5558,서울특별시 동작구 국사봉길 12,"생활,편의 > 미용실",2020-04-19,동작구
6608,s1571294620,살롱드5K헤어 장승배기점,02-812-5588,서울특별시 동작구 상도로15길 131,"생활,편의 > 미용실",2020-04-19,동작구
6609,s34052371,H STYLE 헤어살롱 노량진점,02-832-9619,서울특별시 동작구 만양로 94 2층,미용 > 미용실,2020-04-19,동작구
6610,s20406421,산뜻헤어,02-889-5700,서울특별시 동작구 상도로 244,"생활,편의 > 미용실",2020-04-19,동작구
6611,s37286527,이쁜머리,02-588-2116,서울특별시 동작구 동작대로9길 26,"생활,편의 > 미용실",2020-04-19,동작구
6612,s1415861459,보그헤어 장승배기역점,02-812-2255,서울특별시 동작구 등용로 6,미용 > 미용실,2020-04-19,동작구
6613,s1845507449,살롱드오캄,02-813-9959,서울특별시 동작구 상도로15길 56 1층,"생활,편의 > 미용실",2020-04-19,동작구
6614,s1345914840,헤어바이나니샵,02-832-8320,서울특별시 동작구 대림로 6 2층,"생활,편의 > 미용실",2020-04-19,동작구
6615,s1100437863,미용실봄,02-525-1006,서울특별시 동작구 사당로20길 18,"생활,편의 > 미용실",2020-04-19,동작구
6616,s1295136862,살롱두와,010-4769-5327,서울특별시 동작구 국사봉2길 19,"생활,편의 > 미용실",2020-04-19,동작구
6617,s32799735,와이헤어,02-822-0045,서울특별시 동작구 보라매로 104,"생활,편의 > 미용실",2020-04-19,동작구
6618,s1479652388,연아헤어,,서울특별시 동작구 상도로15길 21,"생활,편의 > 미용실",2020-04-19,동작구
6619,s1040161454,꾸밈헤어,02-822-1252,서울특별시 동작구 양녕로26길 26 1층 꾸밈헤어,"생활,편의 > 미용실",2020-04-19,동작구
6620,s1067712692,소울헤어,010-3627-5735,서울특별시 동작구 사당로29가길 9,"생활,편의 > 미용실",2020-04-19,동작구
6621,s1924346250,비비드제이,02-825-6096,서울특별시 동작구 여의대방로36길 5 1층,"생활,편의 > 미용실",2020-04-19,동작구
6622,s1519645733,민Je헤어,02-535-0403,서울특별시 동작구 사당로13길 6 2층,"생활,편의 > 미용실",2020-04-19,동작구
6623,s1478615206,다온헤어,02-2601-8383,서울특별시 동작구 만양로 6,"생활,편의 > 미용실",2020-04-19,동작구
6624,s13156669,지오헤어클럽,02-821-3200,서울특별시 동작구 흑석로 11 열린우리교회,"생활,편의 > 미용실",2020-04-19,동작구
6625,s1153061098,더볼룸,02-812-4248,서울특별시 동작구 현충로 52 아크로리버하임 104동상가 19호,"생활,편의 > 미용실",2020-04-19,동작구
6626,s1738435032,IMH,02-822-8777,서울특별시 동작구 양녕로 185-1 1층,"생활,편의 > 미용실",2020-04-19,동작구
6627,s37008787,리안헤어 장승배기역점,02-3280-4455,서울특별시 동작구 상도로 214,"생활,편의 > 미용실",2020-04-19,동작구
6628,s1764071190,ON헤어,010-2443-9938,서울특별시 동작구 동작대로17길 16-1 1층 우측,"생활,편의 > 미용실",2020-04-19,동작구
6629,s1465043416,나이스가이 숭실대역점,,서울특별시 동작구 상도로 351,"생활,편의 > 남성전문미용실",2020-04-19,동작구
6630,s1087406696,이진헤어 본점,02-523-8189,서울특별시 동작구 사당로 300,"생활,편의 > 미용실",2020-04-19,동작구
6631,s1103647451,헤어스토리,02-824-8999,서울특별시 동작구 현충로 52 131-2 아크로리버하임상가ㅣ04호,"생활,편의 > 미용실",2020-04-19,동작구
6632,s1847090372,문헤어,02-6445-9890,서울특별시 동작구 상도로 88 202호,"생활,편의 > 미용실",2020-04-19,동작구
6633,s244596436,엘헤어샵,,서울특별시 동작구 사당로16다길 94,"생활,편의 > 미용실",2020-04-19,동작구
6634,s1541535368,하루헤어,02-817-9600,서울특별시 동작구 상도로62길 69 2층 201호 하루헤어,"생활,편의 > 미용실",2020-04-19,동작구
6635,s1723727201,조안헤어,02-813-9161,서울특별시 동작구 보라매로 65 1층,"생활,편의 > 미용실",2020-04-19,동작구
6636,s1025856831,헤어스토리,02-595-1642,서울특별시 동작구 사당로23바길 9 삼성레미안 상가302호,"생활,편의 > 미용실",2020-04-19,동작구
6637,s1739561279,무드인살롱,02-833-2558,서울특별시 동작구 보라매로5길 43 보라매삼성쉐르빌 상가동 120-1호,"생활,편의 > 미용실",2020-04-19,동작구
6638,s1279881071,나눌헤어 노량진점,02-815-2356,서울특별시 동작구 노량진로 152-1 2층,"생활,편의 > 미용실",2020-04-19,동작구
6639,s1871267241,We헤어,02-533-7870,서울특별시 동작구 사당로 215 서림빌딩 1층,"생활,편의 > 미용실",2020-04-19,동작구
6640,s1294145187,라온헤어살롱,02-831-8366,서울특별시 동작구 여의대방로22길 4 3층,"생활,편의 > 미용실",2020-04-19,동작구
6641,s1637386441,Park Chan hair,02-812-6585,서울특별시 동작구 여의대방로22아길 27 2층,"생활,편의 > 미용실",2020-04-19,동작구
6642,s1376598724,아이앤투헤어 장승배기점,02-816-5559,서울특별시 동작구 장승배기로 44-1,미용 > 미용실,2020-04-19,동작구
6643,s1277922922,살롱드블랑쉬,02-2135-2958,서울특별시 동작구 여의대방로 286 101호,"생활,편의 > 미용실",2020-04-19,동작구
6644,s1919854872,W헤어,02-822-2123,서울특별시 동작구 보라매로 71 1층 좌,"생활,편의 > 미용실",2020-04-19,동작구
6645,s1076411199,러블리하우스헤어 남성2호점,02-536-5337,서울특별시 동작구 사당로 189 1층 러블리하우스헤어 남성2호점,"생활,편의 > 미용실",2020-04-19,동작구
6646,s356054426,러블리하우스헤어 남성1호점,02-588-5336,서울특별시 동작구 사당로 192 대한빌딩 1층,"생활,편의 > 미용실",2020-04-19,동작구
6647,s1050049809,끄댕이,010-8228-9425,서울특별시 동작구 동작대로5길 13 양재빌딩 2층,"생활,편의 > 미용실",2020-04-19,동작구
6648,s38414704,소울시저스,010-8715-7672,서울특별시 마포구 어울마당로 96,"생활,편의 > 미용실",2020-04-19,마포구
6649,s33965073,헤어센스,02-703-6612,서울특별시 마포구 고산길 150,"생활,편의 > 미용실",2020-04-19,마포구
6650,s11612637,쟝피엘헤어 상암점,02-313-2326,서울특별시 마포구 월드컵북로 381 상암월드컵파크4단지 상가동 2층 204호,"생활,편의 > 미용실",2020-04-19,마포구
6651,s13132142,펑크샬롬,02-363-6452,서울특별시 마포구 와우산로29라길 12,"생활,편의 > 미용실",2020-04-19,마포구
6652,s31394586,다경미용실,02-323-2779,서울특별시 마포구 망원로 23,"생활,편의 > 미용실",2020-04-19,마포구
6653,s12836462,이지연더스타일,02-335-2887,서울특별시 마포구 양화로10길 37,"생활,편의 > 미용실",2020-04-19,마포구
6654,s1115937446,보보  헤어,02-711-0079,서울특별시 마포구 도화4길 7 2층 {보보 헤어},"생활,편의 > 미용실",2020-04-19,마포구
6655,s37520577,이니지오미용실,02-786-2823,서울특별시 마포구 마포대로 58 가든호텔,"생활,편의 > 미용실",2020-04-19,마포구
6656,s18775988,머리가,,서울특별시 마포구 독막로31길 10,"생활,편의 > 미용실",2020-04-19,마포구
6657,s13154818,케이앤케이남성커트,010-9369-0241,서울특별시 마포구 마포대로16길 13,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6658,s920006622,아이벨르팜므 상암DMC점,02-308-3442,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어,미용 > 미용실,2020-04-19,마포구
6659,s13557983,건우헤어,02-365-2886,서울특별시 마포구 손기정로 8,"생활,편의 > 미용실",2020-04-19,마포구
6660,s36166432,정헤어,02-365-8661,서울특별시 마포구 마포대로 208,"생활,편의 > 미용실",2020-04-19,마포구
6661,s38010753,S hair,02-3142-8046,서울특별시 마포구 포은로 89,"생활,편의 > 미용실",2020-04-19,마포구
6662,s18772757,최영헤어붐,02-713-8700,서울특별시 마포구 대흥로30길 30,"생활,편의 > 미용실",2020-04-19,마포구
6663,s13060126,양리헤어,02-6406-8034,서울특별시 마포구 동교로23길 14 1층,"생활,편의 > 미용실",2020-04-19,마포구
6664,s11841034,에반스타일,02-312-7273,서울특별시 마포구 와우산로21길 19-12 예원빌딩,"생활,편의 > 미용실",2020-04-19,마포구
6665,s36878324,썸헤어,010-6224-0506,서울특별시 마포구 월드컵로31길 3 1층,"생활,편의 > 미용실",2020-04-19,마포구
6666,s13434409,바이미가 그린라벨,02-326-0015,서울특별시 마포구 와우산로29길 40,미용 > 미용실,2020-04-19,마포구
6667,s13126652,헤어엔조이,02-363-4253,서울특별시 마포구 홍익로6길 74 .,"생활,편의 > 미용실",2020-04-19,마포구
6668,s32059357,인스타일,02-323-7828,서울특별시 마포구 포은로 78,"생활,편의 > 미용실",2020-04-19,마포구
6669,s20832976,금메달미용실,,서울특별시 마포구 방울내로9길 37,"생활,편의 > 미용실",2020-04-19,마포구
6670,s20917663,헤어수,02-337-0325,서울특별시 마포구 포은로 44,"생활,편의 > 미용실",2020-04-19,마포구
6671,s20430584,마임헤어마포점,02-334-7004,서울특별시 마포구 성산로4길 2,"생활,편의 > 미용실",2020-04-19,마포구
6672,s18792117,박명선헤어,02-322-5470,서울특별시 마포구 양화로3길 95,"생활,편의 > 미용실",2020-04-19,마포구
6673,s13350347,서샵,02-338-3232,서울특별시 마포구 와우산로18길 38,"생활,편의 > 미용실",2020-04-19,마포구
6674,s1068780862,현서스타일,02-707-0231,서울특별시 마포구 백범로 106,"생활,편의 > 미용실",2020-04-19,마포구
6675,s20887031,명품헤어샾,02-3141-2989,서울특별시 마포구 월드컵로23길 25,"생활,편의 > 미용실",2020-04-19,마포구
6676,s18296898,유언자미용실,02-733-7935,서울특별시 마포구 마포대로7길 22,"생활,편의 > 미용실",2020-04-19,마포구
6677,s32572378,이가정헤어,02-323-1494,서울특별시 마포구 월드컵북로 348,"생활,편의 > 미용실",2020-04-19,마포구
6678,s1539639602,김미경헤어,,서울특별시 마포구 독막로8길 29 1층,"생활,편의 > 미용실",2020-04-19,마포구
6679,s18793615,김경희헤어,,서울특별시 마포구 성지3길 48,"생활,편의 > 미용실",2020-04-19,마포구
6680,s36003170,J STYLE hair,02-324-5715,서울특별시 마포구 월드컵북로4길 44,"생활,편의 > 미용실",2020-04-19,마포구
6681,s20388966,자쓰리헤어 홍대점,02-332-9911,서울특별시 마포구 와우산로29길 51,"생활,편의 > 미용실",2020-04-19,마포구
6682,s737170064,에뛰드 라운지,02-6053-4898,서울특별시 마포구 희우정로20길 71 101호,"생활,편의 > 미용",2020-04-19,마포구
6683,s1788922714,이지헤어,02-306-0718,서울특별시 마포구 월드컵북로 260 시영상가217~218호,"생활,편의 > 미용실",2020-04-19,마포구
6684,s20339395,안나헤어살롱,02-373-0369,서울특별시 마포구 월드컵북로 224,"생활,편의 > 미용실",2020-04-19,마포구
6685,s11729954,블루클럽 성산점,02-376-3067,서울특별시 마포구 월드컵북로 224,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6686,s36189323,휴미용실,02-302-9779,서울특별시 마포구 월드컵북로 233,"생활,편의 > 미용실",2020-04-19,마포구
6687,s33238205,수헤어,02-309-0210,서울특별시 마포구 월드컵로36길 18 삼라마이다스,"생활,편의 > 미용실",2020-04-19,마포구
6688,s32473464,지헤어성산점,02-6085-1118,서울특별시 마포구 월드컵로36길 40,"생활,편의 > 미용실",2020-04-19,마포구
6689,s33636596,한민경헤어,02-6402-4799,서울특별시 마포구 월드컵북로 222,"생활,편의 > 미용실",2020-04-19,마포구
6690,s20836932,샤론미용실,02-305-1462,서울특별시 마포구 월드컵북로38가길 22,"생활,편의 > 미용실",2020-04-19,마포구
6691,s1888281527,스타일헤어,02-303-8873,서울특별시 마포구 월드컵북로 233 1층 111호,"생활,편의 > 미용실",2020-04-19,마포구
6692,s1738953862,또또미용실,02-308-8334,서울특별시 마포구 월드컵북로 230 현대상가 2층 213,"생활,편의 > 미용실",2020-04-19,마포구
6693,s18806993,나나미용실,02-375-2077,서울특별시 마포구 월드컵북로36길 13,"생활,편의 > 미용실",2020-04-19,마포구
6694,s18804258,태양미용타운,02-375-3912,서울특별시 마포구 월드컵북로 207,"생활,편의 > 미용실",2020-04-19,마포구
6695,s35608702,그라티아,02-324-9421,"서울특별시 마포구 동교로19길 20 1, 2F","생활,편의 > 미용실",2020-04-19,마포구
6696,s18796623,이상희헤어모드,,서울특별시 마포구 월드컵로25길 26,"생활,편의 > 미용실",2020-04-19,마포구
6697,s1523542447,어포스트로피헤어 홍대점,070-8717-1222,서울특별시 마포구 와우산로 65 홍인빌딩 4층,"생활,편의 > 미용실",2020-04-19,마포구
6698,s37778592,릿찌헤어,070-4111-8427,서울특별시 마포구 서강로 51,"생활,편의 > 미용실",2020-04-19,마포구
6699,s13348981,탄포포헤어,02-333-1986,서울특별시 마포구 양화로7길 6-5,"생활,편의 > 미용실",2020-04-19,마포구
6700,s18793982,헤어스케치,02-376-3961,서울특별시 마포구 방울내로 34,"생활,편의 > 미용실",2020-04-19,마포구
6701,s19861667,모즈헤어 서교2호점,02-323-6602,서울특별시 마포구 잔다리로 57,미용 > 미용실,2020-04-19,마포구
6702,s20879632,베리따헤어,02-701-8747,서울특별시 마포구 마포대로7길 23,"생활,편의 > 미용실",2020-04-19,마포구
6703,k1722215047,차앤진헤어,02-6353-2003,서울특별시 마포구 마포대로 173,"생활,편의 > 미용실",2020-04-19,마포구
6704,s18354609,소피아헤어,02-335-5012,서울특별시 마포구 잔다리로3길 31,"생활,편의 > 미용실",2020-04-19,마포구
6705,s30976015,미니샵,010-8589-4602,서울특별시 마포구 동교로25길 15,"생활,편의 > 미용실",2020-04-19,마포구
6706,s1913089113,592,02-323-0592,서울특별시 마포구 와우산로29가길 86 4층,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6707,s11547390,지모헤어 홍대점,02-3142-2562,서울특별시 마포구 와우산로23길 9,"생활,편의 > 미용실",2020-04-19,마포구
6708,s37442012,헤어하우스바이호란,070-8622-6165,서울특별시 마포구 동교로23길 6 1층 헤어하우스바이호란,"생활,편의 > 미용실",2020-04-19,마포구
6709,s37403034,심가나미장원,02-335-2020,서울특별시 마포구 어울마당로 112-3,"생활,편의 > 미용실",2020-04-19,마포구
6710,s36432392,봄오후2시,02-333-8662,서울특별시 마포구 동교로25길 7 2층,"생활,편의 > 미용실",2020-04-19,마포구
6711,s35156236,치글헤어,010-7161-8821,서울특별시 마포구 홍익로 10 서교푸르지오상가 101동 136호 2F,"생활,편의 > 미용실",2020-04-19,마포구
6712,s1284229963,훈스타일,,서울특별시 마포구 손기정로 18,"생활,편의 > 미용실",2020-04-19,마포구
6713,s13522443,박승철헤어스투디오 홍대점,02-324-2522,서울특별시 마포구 어울마당로 135 3층,"생활,편의 > 미용실",2020-04-19,마포구
6714,s11729930,블루클럽 귀빈로점,02-704-7982,서울특별시 마포구 큰우물로 52 세일상가,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6715,s1859930078,진미용실,,서울특별시 마포구 토정로25길 32,"생활,편의 > 미용실",2020-04-19,마포구
6716,s21581916,비오비,02-325-8808,서울특별시 마포구 어울마당로 100,"생활,편의 > 미용실",2020-04-19,마포구
6717,s33158246,팜므제이,02-332-2587,서울특별시 마포구 독막로3길 6 2층,"생활,편의 > 미용실",2020-04-19,마포구
6718,s1225426775,순시키헤어 홍대점,02-336-4816,서울특별시 마포구 양화로 164 8층,"생활,편의 > 미용실",2020-04-19,마포구
6719,s12978047,순시키헤어 밤헤드,02-326-5982,서울특별시 마포구 와우산로21길 29 석전빌딩,"생활,편의 > 미용실",2020-04-19,마포구
6720,s20956083,IM헤어살롱,02-303-7679,서울특별시 마포구 월드컵북로 502-36 상암월드컵파크10단지,"생활,편의 > 미용실",2020-04-19,마포구
6721,s31009756,퍼니헤어 홍대본점,02-6404-8585,서울특별시 마포구 와우산로29마길 5,"생활,편의 > 미용실",2020-04-19,마포구
6722,s18905064,보브헤어,,서울특별시 성북구 서경로 28,"생활,편의 > 미용실",2020-04-19,성북구
6723,s75039898,보브헤어,010-8428-4338,서울특별시 마포구 백범로 115,"생활,편의 > 미용",2020-04-19,마포구
6724,s18795014,보브헤어,,서울특별시 마포구 포은로 95,"생활,편의 > 미용실",2020-04-19,마포구
6725,s1932803272,보브헤어,010-2655-0118,서울특별시 성동구 무학봉15길 23 1층 보브헤어,"생활,편의 > 미용실",2020-04-19,성동구
6726,s423723709,보브헤어,,서울특별시 강동구 올림픽로81길 31,"생활,편의 > 미용실",2020-04-19,강동구
6727,s1224864946,보브미용실,02-2652-1007,서울특별시 양천구 목동동로 10 A상가 보브 헤어샵,"생활,편의 > 미용실",2020-04-19,양천구
6728,s35523634,트리플헤어디자인,02-323-3393,서울특별시 서대문구 연희로15길 22,"생활,편의 > 미용실",2020-04-19,서대문구
6729,s38304870,더살롱,02-363-7955,서울특별시 마포구 마포대로 195 마포래미안푸르지오 4단지상가 217호,"생활,편의 > 미용실",2020-04-19,마포구
6730,s21306270,살롱드 루시,02-546-1237,서울특별시 강남구 압구정로 151 현대아파트,"생활,편의 > 미용실",2020-04-19,강남구
6731,s1157641149,아람살롱,02-6369-2941,서울특별시 영등포구 대림로 245 1층,"생활,편의 > 미용실",2020-04-19,영등포구
6732,s1595718795,박상국커트 앤 스파,02-833-1703,서울특별시 영등포구 가마산로88길 19 1층,"생활,편의 > 미용실",2020-04-19,영등포구
6733,s36874122,제오헤어 홍제점,02-395-2805,서울특별시 서대문구 통일로 439,"생활,편의 > 미용실",2020-04-19,서대문구
6734,s38248627,뮤즈헤어살롱,02-303-2999,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 연구개발타워 B1,"생활,편의 > 미용실",2020-04-19,마포구
6735,s1194138505,The 공감 hair,010-6832-0855,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비지니스타워 B1 1023-1,"생활,편의 > 미용실",2020-04-19,마포구
6736,s1046103364,더헤어앤위그,02-302-3028,서울특별시 마포구 월드컵북로54길 25,"생활,편의 > 미용실",2020-04-19,마포구
6737,s656353789,홍주헤어앤메이크업,02-308-0929,서울특별시 마포구 월드컵북로54길 25 상암 DMC 푸르지오시티 2층 216호,"생활,편의 > 미용실",2020-04-19,마포구
6738,s30982440,블루클럽 상암점,02-308-6636,서울특별시 마포구 월드컵북로 402 KGIT 센터,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6739,s284158772,소프레사 상암DMC점,070-7787-4731,서울특별시 마포구 월드컵북로54길 17 사보이시티 DMC,"생활,편의 > 미용실",2020-04-19,마포구
6740,s1664716506,몽끌헤어,02-308-8976,서울특별시 마포구 월드컵북로54길 25 상암DMC푸르지오시티 S-City B124호,"생활,편의 > 미용실",2020-04-19,마포구
6741,s18078189,김지연미용실,02-375-0862,서울특별시 은평구 수색로 275,"생활,편의 > 미용실",2020-04-19,은평구
6742,s38590382,어퍼컷 마포점,010-4209-4601,서울특별시 마포구 토정로 193,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6743,s19480825,샤미즈,02-322-8147,서울특별시 마포구 와우산로 43-5,"생활,편의 > 미용실",2020-04-19,마포구
6744,s21219666,비앤비헤어샵,02-3663-6536,서울특별시 마포구 월드컵로42길 14 상암월드컵8단지,"생활,편의 > 미용실",2020-04-19,마포구
6745,s12858177,샤인비앤비,02-2605-8822,서울특별시 양천구 남부순환로62길 25,"생활,편의 > 미용실",2020-04-19,양천구
6746,s20884725,비&비헤어,,서울특별시 노원구 덕릉로 780,"생활,편의 > 미용실",2020-04-19,노원구
6747,s1708189552,shytokki 토끼네미용실,02-363-0919,서울특별시 중구 만리동2가 176-1 서울역센트럴자이상가 402동 107호,"생활,편의 > 미용실",2020-04-19,중구
6748,s20969523,진헤어,02-396-5293,서울특별시 중구 만리재로 175 올리브영 만리동지점 2층,"생활,편의 > 미용실",2020-04-19,중구
6749,s11729938,블루클럽 만리동점,02-312-5771,서울특별시 마포구 만리재로 129,"생활,편의 > 남성전문미용실",2020-04-19,마포구
6750,s1837382704,정준헤어클럽,02-714-4318,서울특별시 용산구 효창원로93길 2,"생활,편의 > 미용실",2020-04-19,용산구
6751,s1419593506,버르장머리헤어샵,02-711-1935,서울특별시 마포구 효창원로95길 4 버르장머리,"생활,편의 > 미용실",2020-04-19,마포구
6752,s1638192542,바비헤어,02-6140-1369,서울특별시 마포구 효창원로 253-2,"생활,편의 > 미용실",2020-04-19,마포구
